state_name,lga_name,ward_name,name,pu_code,document,uploaded_at,has_old_documents,json_url
BAYELSA,BRASS,BRASS 1,ADA OPEN SPACE,06/01/01/003,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/16948/result_177424_1677770429_thumb.jpg,2023-03-02T15:21:03.447Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/6-bayelsa/3213-brass/18803-brass-1/polling-units.json
BAYELSA,BRASS,BRASS 1,AGIP SITE (INDUSTRIAL) OPEN SPACE,06/01/01/004,,,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/6-bayelsa/3213-brass/18803-brass-1/polling-units.json
BAYELSA,BRASS,BRASS 1,AGIP SITE OPEN SPACE,06/01/01/008,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/16953/result_177429_1677771100_thumb.jpg,2023-03-02T15:32:04.043Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/6-bayelsa/3213-brass/18803-brass-1/polling-units.json
BAYELSA,BRASS,BRASS 1,ALAFIE OPEN SPACE,06/01/01/009,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/16954/result_177430_1677771713_thumb.jpg,2023-03-02T15:42:03.005Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/6-bayelsa/3213-brass/18803-brass-1/polling-units.json
BAYELSA,BRASS,BRASS 1,ANDREW POLO OPEN SPACE,06/01/01/011,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/16956/result_177432_1677502050_thumb.jpg,2023-02-28T21:30:12.031Z,true,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/6-bayelsa/3213-brass/18803-brass-1/polling-units.json
BAYELSA,BRASS,BRASS 1,APOSTOLIC COMMUNITY HALL,06/01/01/017,,,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/6-bayelsa/3213-brass/18803-brass-1/polling-units.json
BAYELSA,BRASS,BRASS 1,BOUTIBI OPEN SPACE,06/01/01/010,,,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/6-bayelsa/3213-brass/18803-brass-1/polling-units.json
BAYELSA,BRASS,BRASS 1,CAMEROUN OPEN SPACE,06/01/01/014,,,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/6-bayelsa/3213-brass/18803-brass-1/polling-units.json
BAYELSA,BRASS,BRASS 1,EGLA COMPOUND OPEN SPACE,06/01/01/019,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/16964/result_177440_1677772940_thumb.jpg,2023-03-02T16:03:04.058Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/6-bayelsa/3213-brass/18803-brass-1/polling-units.json
BAYELSA,BRASS,BRASS 1,ENINAH OPEN SPACE,06/01/01/022,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/16967/result_177443_1677771826_thumb.jpg,2023-03-02T15:44:03.484Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/6-bayelsa/3213-brass/18803-brass-1/polling-units.json
