state_name,lga_name,ward_name,name,pu_code,document,uploaded_at,has_old_documents,json_url
CROSS RIVER,ABI,ADADAMA,ADADAMA PLAY GROUND,09/01/01/001,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/26366/result_250807_1677611865_thumb.jpg,2023-02-28T19:18:05.481Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/9-cross-river/3271-abi/19496-adadama/polling-units.json
CROSS RIVER,ABI,ADADAMA,ATANI PRIMARY SCHOOL BESIDE HEALTH CENTRE,09/01/01/009,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/627875/result_250815_1677611215_thumb.jpg,2023-02-28T19:07:04.427Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/9-cross-river/3271-abi/19496-adadama/polling-units.json
CROSS RIVER,ABI,ADADAMA,EKPON MARKET SQUARE,09/01/01/003,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/26368/result_250809_1677592841_thumb.jpg,2023-02-28T14:07:35.062Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/9-cross-river/3271-abi/19496-adadama/polling-units.json
CROSS RIVER,ABI,ADADAMA,EKPON TOWN HALL,09/01/01/008,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/26373/result_250814_1677588814_thumb.jpg,2023-02-28T14:00:09.610Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/9-cross-river/3271-abi/19496-adadama/polling-units.json
CROSS RIVER,ABI,ADADAMA,EMINKWE PLAY GROUND,09/01/01/007,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/26372/result_250813_1677589155_thumb.jpg,2023-02-28T14:07:40.951Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/9-cross-river/3271-abi/19496-adadama/polling-units.json
CROSS RIVER,ABI,ADADAMA,IBALEBO HEALTH POST,09/01/01/010,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/627876/result_250816_1677588354_thumb.jpg,2023-02-28T14:07:31.726Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/9-cross-river/3271-abi/19496-adadama/polling-units.json
CROSS RIVER,ABI,ADADAMA,IBALEBO PLAY GROUND,09/01/01/005,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/26370/result_250811_1677591387_thumb.jpg,2023-02-28T13:59:32.592Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/9-cross-river/3271-abi/19496-adadama/polling-units.json
CROSS RIVER,ABI,ADADAMA,IMINA PLAY GROUND,09/01/01/004,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/26369/result_250810_1677589889_thumb.jpg,2023-02-28T14:04:31.228Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/9-cross-river/3271-abi/19496-adadama/polling-units.json
CROSS RIVER,ABI,ADADAMA,ISONG INYANG PLAY GROUND,09/01/01/006,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/26371/result_250812_1677591949_thumb.jpg,2023-02-28T14:09:01.400Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/9-cross-river/3271-abi/19496-adadama/polling-units.json
CROSS RIVER,ABI,ADADAMA,IVONE PLAY GROUND,09/01/01/002,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/26367/result_250808_1677587899_thumb.jpg,2023-02-28T14:09:04.087Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/9-cross-river/3271-abi/19496-adadama/polling-units.json
