state_name,lga_name,ward_name,name,pu_code,document,uploaded_at,has_old_documents,json_url
PLATEAU,BARIKIN LADI,BARAKIN LADI,ABATOIR KAMPANI,31/01/01/022,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3768/ward/25086/pu/169099/169099-1677578067.pdf,2023-02-28T09:55:00.462Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/32-plateau/3768-barikin-ladi/25086-barakin-ladi/polling-units.json
PLATEAU,BARIKIN LADI,BARAKIN LADI,ANGWAN SARKI,31/01/01/008,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3768/ward/25086/pu/105307/105307-1677573608.pdf,2023-02-28T09:21:04.144Z,true,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/32-plateau/3768-barikin-ladi/25086-barakin-ladi/polling-units.json
PLATEAU,BARIKIN LADI,BARAKIN LADI,GANGARE,31/01/01/003,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3768/ward/25086/pu/105302/105302-1677572206.pdf,2023-02-28T09:20:40.933Z,true,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/32-plateau/3768-barikin-ladi/25086-barakin-ladi/polling-units.json
PLATEAU,BARIKIN LADI,BARAKIN LADI,GANGARE TASHA 1,31/01/01/004,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3768/ward/25086/pu/105303/105303-1677572375.pdf,2023-02-28T09:20:41.708Z,true,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/32-plateau/3768-barikin-ladi/25086-barakin-ladi/polling-units.json
PLATEAU,BARIKIN LADI,BARAKIN LADI,GANGARE TASHA 11,31/01/01/014,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3768/ward/25086/pu/105313/105313-1677575456.pdf,2023-02-28T09:21:15.478Z,true,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/32-plateau/3768-barikin-ladi/25086-barakin-ladi/polling-units.json
PLATEAU,BARIKIN LADI,BARAKIN LADI,GURA KWOROS,31/01/01/021,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3768/ward/25086/pu/169098/169098-1677577437.pdf,2023-02-28T09:44:00.751Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/32-plateau/3768-barikin-ladi/25086-barakin-ladi/polling-units.json
PLATEAU,BARIKIN LADI,BARAKIN LADI,GURA SAK/MAKARAHUTA,31/01/01/023,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3768/ward/25086/pu/169100/169100-1677578296.pdf,2023-02-28T09:59:01.064Z,true,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/32-plateau/3768-barikin-ladi/25086-barakin-ladi/polling-units.json
PLATEAU,BARIKIN LADI,BARAKIN LADI,GURALOH KWOROS,31/01/01/019,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3768/ward/25086/pu/169096/169096-1677576803.pdf,2023-02-28T09:34:01.021Z,true,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/32-plateau/3768-barikin-ladi/25086-barakin-ladi/polling-units.json
PLATEAU,BARIKIN LADI,BARAKIN LADI,GWOL KWOK I,31/01/01/032,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3768/ward/25086/pu/169109/169109-1677580615.pdf,2023-02-28T11:01:35.583Z,true,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/32-plateau/3768-barikin-ladi/25086-barakin-ladi/polling-units.json
PLATEAU,BARIKIN LADI,BARAKIN LADI,GWOL KWOK II,31/01/01/033,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3768/ward/25086/pu/169110/169110-1677580839.pdf,2023-02-28T11:01:41.692Z,true,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/32-plateau/3768-barikin-ladi/25086-barakin-ladi/polling-units.json
PLATEAU,BARIKIN LADI,BARAKIN LADI,KAFI ABU,31/01/01/011,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3768/ward/25086/pu/105310/105310-1677574497.pdf,2023-02-28T09:21:10.000Z,true,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/32-plateau/3768-barikin-ladi/25086-barakin-ladi/polling-units.json
PLATEAU,BARIKIN LADI,BARAKIN LADI,KAMPANI  11,31/01/01/006,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3768/ward/25086/pu/105305/105305-1677573047.pdf,2023-02-28T09:21:01.364Z,true,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/32-plateau/3768-barikin-ladi/25086-barakin-ladi/polling-units.json
PLATEAU,BARIKIN LADI,BARAKIN LADI,KAMPANI 1,31/01/01/005,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3768/ward/25086/pu/105304/105304-1677572701.pdf,2023-02-28T09:20:41.987Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/32-plateau/3768-barikin-ladi/25086-barakin-ladi/polling-units.json
PLATEAU,BARIKIN LADI,BARAKIN LADI,KAMPANI 111,31/01/01/015,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3768/ward/25086/pu/105314/105314-1677575655.pdf,2023-02-28T09:21:16.692Z,true,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/32-plateau/3768-barikin-ladi/25086-barakin-ladi/polling-units.json
PLATEAU,BARIKIN LADI,BARAKIN LADI,KASHANGWOL,31/01/01/012,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3768/ward/25086/pu/105311/105311-1677565226.pdf,2023-02-28T09:20:15.295Z,true,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/32-plateau/3768-barikin-ladi/25086-barakin-ladi/polling-units.json
PLATEAU,BARIKIN LADI,BARAKIN LADI,KASHANGWOL II,31/01/01/027,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3768/ward/25086/pu/169104/169104-1677579304.pdf,2023-02-28T11:01:07.142Z,true,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/32-plateau/3768-barikin-ladi/25086-barakin-ladi/polling-units.json
PLATEAU,BARIKIN LADI,BARAKIN LADI,KATAKO,31/01/01/001,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3768/ward/25086/pu/105300/105300-1677571684.pdf,2023-02-28T09:20:38.249Z,true,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/32-plateau/3768-barikin-ladi/25086-barakin-ladi/polling-units.json
PLATEAU,BARIKIN LADI,BARAKIN LADI,KATAKO II,31/01/01/025,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/01/pu/025/025-1677366143.pdf,2023-02-25T23:03:01.789Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/32-plateau/3768-barikin-ladi/25086-barakin-ladi/polling-units.json
PLATEAU,BARIKIN LADI,BARAKIN LADI,KATAKO III,31/01/01/026,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3768/ward/25086/pu/169103/169103-1677579125.pdf,2023-02-28T11:01:03.861Z,true,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/32-plateau/3768-barikin-ladi/25086-barakin-ladi/polling-units.json
PLATEAU,BARIKIN LADI,BARAKIN LADI,KWANG JOR VILLAGE,31/01/01/016,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3768/ward/25086/pu/169093/169093-1677575858.pdf,2023-02-28T09:21:18.289Z,true,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/32-plateau/3768-barikin-ladi/25086-barakin-ladi/polling-units.json
PLATEAU,BARIKIN LADI,BARAKIN LADI,KWOK JUNCTION,31/01/01/029,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3768/ward/25086/pu/169106/169106-1677579779.pdf,2023-02-28T11:01:16.200Z,true,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/32-plateau/3768-barikin-ladi/25086-barakin-ladi/polling-units.json
PLATEAU,BARIKIN LADI,BARAKIN LADI,LEA KWOROS,31/01/01/018,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3768/ward/25086/pu/169095/169095-1677576533.pdf,2023-02-28T09:29:00.406Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/32-plateau/3768-barikin-ladi/25086-barakin-ladi/polling-units.json
PLATEAU,BARIKIN LADI,BARAKIN LADI,LEA RAZAT,31/01/01/017,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3768/ward/25086/pu/169094/169094-1677576125.pdf,2023-02-28T09:22:59.964Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/32-plateau/3768-barikin-ladi/25086-barakin-ladi/polling-units.json
PLATEAU,BARIKIN LADI,BARAKIN LADI,NEW KWOROS,31/01/01/020,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3768/ward/25086/pu/169097/169097-1677577069.pdf,2023-02-28T09:38:00.456Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/32-plateau/3768-barikin-ladi/25086-barakin-ladi/polling-units.json
PLATEAU,BARIKIN LADI,BARAKIN LADI,RANTYA,31/01/01/030,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3768/ward/25086/pu/169107/169107-1677579973.pdf,2023-02-28T11:01:20.589Z,true,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/32-plateau/3768-barikin-ladi/25086-barakin-ladi/polling-units.json
PLATEAU,BARIKIN LADI,BARAKIN LADI,RANTYA II,31/01/01/031,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3768/ward/25086/pu/169108/169108-1677580421.pdf,2023-02-28T11:01:30.808Z,true,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/32-plateau/3768-barikin-ladi/25086-barakin-ladi/polling-units.json
PLATEAU,BARIKIN LADI,BARAKIN LADI,SABON LAYI  11,31/01/01/010,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3768/ward/25086/pu/105309/105309-1677574311.pdf,2023-02-28T09:21:08.542Z,true,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/32-plateau/3768-barikin-ladi/25086-barakin-ladi/polling-units.json
PLATEAU,BARIKIN LADI,BARAKIN LADI,SABON LAYI 1,31/01/01/009,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3768/ward/25086/pu/105308/105308-1677573882.pdf,2023-02-28T09:21:05.541Z,true,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/32-plateau/3768-barikin-ladi/25086-barakin-ladi/polling-units.json
