state_name,lga_name,ward_name,name,pu_code,document,uploaded_at,has_old_documents,json_url
JIGAWA,AUYO,AUYAKAYI,"AKUBUSHIN PRI. SCH., AKUBISHIN",17/01/02/003,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/48156/result_106529_1677598173_thumb.jpg,2023-02-28T15:30:05.221Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/18-jigawa/3422-auyo/21241-auyakayi/polling-units.json
JIGAWA,AUYO,AUYAKAYI,"AUYAKAYI PRI. SCH, AUYAKAYI",17/01/02/001,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/48154/result_106527_1677600928_thumb.jpg,2023-02-28T16:16:05.897Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/18-jigawa/3422-auyo/21241-auyakayi/polling-units.json
JIGAWA,AUYO,AUYAKAYI,"CHIROMAWA PRI. SCH., CHIROMAWA",17/01/02/006,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/48159/result_106532_1677599257_thumb.jpg,2023-02-28T15:48:11.566Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/18-jigawa/3422-auyo/21241-auyakayi/polling-units.json
JIGAWA,AUYO,AUYAKAYI,GIDAN JIGAWA,17/01/02/011,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/639519/result_106537_1677600624_thumb.jpg,2023-02-28T16:11:10.638Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/18-jigawa/3422-auyo/21241-auyakayi/polling-units.json
JIGAWA,AUYO,AUYAKAYI,"KARSHA DUNKUN K.FADA, KARSHA DUNKUN",17/01/02/007,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/48160/result_106533_1677599120_thumb.jpg,2023-02-28T15:46:05.502Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/18-jigawa/3422-auyo/21241-auyakayi/polling-units.json
JIGAWA,AUYO,AUYAKAYI,KUDIGIN ANKU,17/01/02/012,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/639520/result_106538_1677600480_thumb.jpg,2023-02-28T16:08:07.589Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/18-jigawa/3422-auyo/21241-auyakayi/polling-units.json
JIGAWA,AUYO,AUYAKAYI,KUDIGIN PRI. SCH. KUDIGIN,17/01/02/002,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/48155/result_106528_1677596261_thumb.jpg,2023-02-28T14:58:04.229Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/18-jigawa/3422-auyo/21241-auyakayi/polling-units.json
JIGAWA,AUYO,AUYAKAYI,"MARAKAWA FADA, MARAKAWA VILLAGE",17/01/02/009,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/48162/result_106535_1677600034_thumb.jpg,2023-02-28T16:01:08.105Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/18-jigawa/3422-auyo/21241-auyakayi/polling-units.json
JIGAWA,AUYO,AUYAKAYI,"MATAKUWA K. FADA, AYATAKUWA",17/01/02/008,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/48161/result_106534_1677599246_thumb.jpg,2023-02-28T15:48:09.741Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/18-jigawa/3422-auyo/21241-auyakayi/polling-units.json
JIGAWA,AUYO,AUYAKAYI,"RIGAR MAAJI K.FADA, RIGAR NA'AJI",17/01/02/004,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/48157/result_106530_1677598621_thumb.jpg,2023-02-28T15:37:12.746Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/18-jigawa/3422-auyo/21241-auyakayi/polling-units.json
