state_name,lga_name,ward_name,name,pu_code,document,uploaded_at,has_old_documents,json_url
DELTA,ANIOCHA - SOUTH,ABA - UNOR,"ANIGE PRIMARY SCHOOL, IKOKOGBE I",10/02/10/001,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/02/ward/10/pu/001/001-1677415586.pdf,2023-02-26T12:47:59.785Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/10-delta/3290-aniocha-south/19708-aba-unor/polling-units.json
DELTA,ANIOCHA - SOUTH,ABA - UNOR,"ANIGE PRIMARY SCHOOL, IKOKOGBE II",10/02/10/002,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/02/ward/10/pu/002/002-1677411231.pdf,2023-02-26T11:35:01.673Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/10-delta/3290-aniocha-south/19708-aba-unor/polling-units.json
DELTA,ANIOCHA - SOUTH,ABA - UNOR,"IDUMU OKETE STREET, IDUMU OKETE",10/02/10/003,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/02/ward/10/pu/003/003-1677417660.pdf,2023-02-26T13:22:00.795Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/10-delta/3290-aniocha-south/19708-aba-unor/polling-units.json
DELTA,ANIOCHA - SOUTH,ABA - UNOR,"IGWE PRIMARY SCHOOL, UMUCHI",10/02/10/006,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/02/ward/10/pu/006/006-1677421554.pdf,2023-02-26T15:20:24.731Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/10-delta/3290-aniocha-south/19708-aba-unor/polling-units.json
DELTA,ANIOCHA - SOUTH,ABA - UNOR,"IGWE PRIMARY SCHOOL, UMUOGBE",10/02/10/005,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/28873/result_144489_1677516747_thumb.jpg,2023-02-28T17:36:24.579Z,true,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/10-delta/3290-aniocha-south/19708-aba-unor/polling-units.json
DELTA,ANIOCHA - SOUTH,ABA - UNOR,"IMEANI STREET, IMEANI",10/02/10/004,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/02/ward/10/pu/004/004-1677418514.pdf,2023-02-26T13:36:01.882Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/10-delta/3290-aniocha-south/19708-aba-unor/polling-units.json
DELTA,ANIOCHA - SOUTH,ABA - UNOR,ORTHODOX SECONDARY SCHOOL UMUSHU,10/02/10/011,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/02/ward/10/pu/011/011-1677419721.pdf,2023-02-26T13:56:01.838Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/10-delta/3290-aniocha-south/19708-aba-unor/polling-units.json
DELTA,ANIOCHA - SOUTH,ABA - UNOR,"ULOGWE PRIMARY SCHOOL, UMUTE I",10/02/10/009,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/02/ward/10/pu/009/009-1677420233.pdf,2023-02-26T14:04:02.085Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/10-delta/3290-aniocha-south/19708-aba-unor/polling-units.json
DELTA,ANIOCHA - SOUTH,ABA - UNOR,"ULOGWE PRIMARY SCHOOL, UMUTE II",10/02/10/010,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/02/ward/10/pu/010/010-1677421843.pdf,2023-02-26T15:20:35.990Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/10-delta/3290-aniocha-south/19708-aba-unor/polling-units.json
DELTA,ANIOCHA - SOUTH,ABA - UNOR,"UNU PRIMARY SCHOOL, ANI UDO",10/02/10/007,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3290/ward/19708/pu/28885/28885-1677505707.pdf,2023-02-27T13:49:00.265Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/10-delta/3290-aniocha-south/19708-aba-unor/polling-units.json
