state_name,lga_name,ward_name,name,pu_code,document,uploaded_at,has_old_documents,json_url
NASARAWA,AKWANGA,AGYAGA,AGYAGA,25/01/01/004,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/01/pu/004/004-1677394131.pdf,2023-02-26T06:59:13.360Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/26-nasarawa/3628-akwanga/23530-agyaga/polling-units.json
NASARAWA,AKWANGA,AGYAGA,AGYAGA II KOFAR HAKIMI,25/01/01/007,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/01/pu/007/007-1677397067.pdf,2023-02-26T07:38:02.141Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/26-nasarawa/3628-akwanga/23530-agyaga/polling-units.json
NASARAWA,AKWANGA,AGYAGA,ASHE,25/01/01/003,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/01/pu/003/003-1677397676.pdf,2023-02-26T07:49:01.351Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/26-nasarawa/3628-akwanga/23530-agyaga/polling-units.json
NASARAWA,AKWANGA,AGYAGA,NINGA,25/01/01/001,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/01/pu/001/001-1677400485.pdf,2023-02-26T08:35:01.569Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/26-nasarawa/3628-akwanga/23530-agyaga/polling-units.json
NASARAWA,AKWANGA,AGYAGA,NINGA II,25/01/01/002,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/01/pu/002/002-1677395141.pdf,2023-02-26T07:06:02.265Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/26-nasarawa/3628-akwanga/23530-agyaga/polling-units.json
NASARAWA,AKWANGA,AGYAGA,PRIM SCH. DUNDU,25/01/01/011,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/01/pu/011/011-1677397327.pdf,2023-02-26T07:43:02.152Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/26-nasarawa/3628-akwanga/23530-agyaga/polling-units.json
NASARAWA,AKWANGA,AGYAGA,PRIM SCH. LALLE,25/01/01/010,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/01/pu/010/010-1677398278.pdf,2023-02-26T07:59:01.488Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/26-nasarawa/3628-akwanga/23530-agyaga/polling-units.json
NASARAWA,AKWANGA,AGYAGA,PRIM. SCH. ABAN,25/01/01/008,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/01/pu/008/008-1677394217.pdf,2023-02-26T06:59:17.535Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/26-nasarawa/3628-akwanga/23530-agyaga/polling-units.json
NASARAWA,AKWANGA,AGYAGA,PRIM. SCH. AKKA,25/01/01/009,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/01/pu/009/009-1677396160.pdf,2023-02-26T07:23:02.161Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/26-nasarawa/3628-akwanga/23530-agyaga/polling-units.json
NASARAWA,AKWANGA,AGYAGA,PRIM. SCH. KOKO,25/01/01/012,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/01/pu/012/012-1677395839.pdf,2023-02-26T07:18:03.803Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/26-nasarawa/3628-akwanga/23530-agyaga/polling-units.json
NASARAWA,AKWANGA,AGYAGA,TAPIR,25/01/01/005,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/01/pu/005/005-1677392758.pdf,2023-02-26T06:58:09.437Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/26-nasarawa/3628-akwanga/23530-agyaga/polling-units.json
NASARAWA,AKWANGA,AGYAGA,UNGUWAR PAH,25/01/01/006,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/01/pu/006/006-1677394075.pdf,2023-02-26T06:59:10.894Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/26-nasarawa/3628-akwanga/23530-agyaga/polling-units.json
NASARAWA,AKWANGA,AKWANGA EAST,AGWAN PARA LAMBO,25/01/10/036,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/656537/result_42105_1677582457_thumb.jpg,2023-02-28T14:02:56.795Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/26-nasarawa/3628-akwanga/23538-akwanga-east/polling-units.json
