state_name,lga_name,ward_name,name,pu_code,document,uploaded_at,has_old_documents,json_url
OGUN,ABEOKUTA NORTH,AGO OKO,ARAROMI MOSQUE,27/01/03/011,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/03/pu/011/011-1677418158.pdf,2023-02-26T13:30:01.620Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/28-ogun/3666-abeokuta-north/23952-ago-oko/polling-units.json
OGUN,ABEOKUTA NORTH,AGO OKO,ITA BALOGUN MOSQUE  I,27/01/03/008,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3666/ward/23952/pu/90821/90821-1677474659.pdf,2023-02-27T05:11:59.955Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/28-ogun/3666-abeokuta-north/23952-ago-oko/polling-units.json
OGUN,ABEOKUTA NORTH,AGO OKO,ITA BALOGUN MOSQUE  II,27/01/03/009,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/03/pu/009/009-1677428165.pdf,2023-02-26T16:17:00.880Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/28-ogun/3666-abeokuta-north/23952-ago-oko/polling-units.json
OGUN,ABEOKUTA NORTH,AGO OKO,ITA BALOGUN MOSQUE  III,27/01/03/010,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3666/ward/23952/pu/90823/90823-1677474207.pdf,2023-02-27T05:03:59.915Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/28-ogun/3666-abeokuta-north/23952-ago-oko/polling-units.json
OGUN,ABEOKUTA NORTH,AGO OKO,MUSLIM PRY. SCHOOL AGO-OKO  I,27/01/03/005,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/03/pu/005/005-1677426742.pdf,2023-02-26T15:53:01.532Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/28-ogun/3666-abeokuta-north/23952-ago-oko/polling-units.json
OGUN,ABEOKUTA NORTH,AGO OKO,MUSLIM PRY. SCHOOL AGO-OKO  II,27/01/03/006,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/03/pu/006/006-1677426508.pdf,2023-02-26T15:49:00.627Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/28-ogun/3666-abeokuta-north/23952-ago-oko/polling-units.json
OGUN,ABEOKUTA NORTH,AGO OKO,MUSLIM PRY. SCHOOL AGO-OKO  III,27/01/03/007,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/03/pu/007/007-1677427527.pdf,2023-02-26T16:06:01.270Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/28-ogun/3666-abeokuta-north/23952-ago-oko/polling-units.json
OGUN,ABEOKUTA NORTH,AGO OKO,NEAR ALABUKUN HOUSE,27/01/03/015,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/03/pu/015/015-1677423883.pdf,2023-02-26T15:22:41.407Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/28-ogun/3666-abeokuta-north/23952-ago-oko/polling-units.json
OGUN,ABEOKUTA NORTH,AGO OKO,OPEN SPACE AT OBA ADEDAMOLA STREET,27/01/03/013,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/03/pu/013/013-1677415638.pdf,2023-02-26T12:48:01.924Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/28-ogun/3666-abeokuta-north/23952-ago-oko/polling-units.json
OGUN,ABEOKUTA NORTH,AGO OKO,"OPEN SPACE IN FRONT OF JEHOVAH WITNESS, KINGDOM HALL",27/01/03/017,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/03/pu/017/017-1677421894.pdf,2023-02-26T15:20:37.814Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/28-ogun/3666-abeokuta-north/23952-ago-oko/polling-units.json
OGUN,ABEOKUTA NORTH,AGO OKO,OPEN SPACE IN FRONT OF TAPO MOSQUE,27/01/03/014,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/03/pu/014/014-1677422290.pdf,2023-02-26T15:20:51.214Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/28-ogun/3666-abeokuta-north/23952-ago-oko/polling-units.json
OGUN,ABEOKUTA NORTH,AGO OKO,"OPEN SPACE NEAR PUBLIC WATER, ITAMORIN",27/01/03/012,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/03/pu/012/012-1677424556.pdf,2023-02-26T15:23:04.323Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/28-ogun/3666-abeokuta-north/23952-ago-oko/polling-units.json
OGUN,ABEOKUTA NORTH,AGO OKO,"OPEN SPACE NEAR TANTOLORUN MOSQUE, OKE-OKO",27/01/03/016,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/03/pu/016/016-1677424129.pdf,2023-02-26T15:22:48.747Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/28-ogun/3666-abeokuta-north/23952-ago-oko/polling-units.json
OGUN,ABEOKUTA NORTH,AGO OKO,SPACE AT ITAMORIN  I,27/01/03/001,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3666/ward/23952/pu/90814/90814-1677474903.pdf,2023-02-27T05:15:59.798Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/28-ogun/3666-abeokuta-north/23952-ago-oko/polling-units.json
OGUN,ABEOKUTA NORTH,AGO OKO,SPACE AT ITAMORIN  II,27/01/03/002,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/03/pu/002/002-1677418595.pdf,2023-02-26T13:37:01.845Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/28-ogun/3666-abeokuta-north/23952-ago-oko/polling-units.json
