state_name,lga_name,ward_name,name,pu_code,document,uploaded_at,has_old_documents,json_url
IMO,ABOH MBAISE,AMUZU,AMAIYI NRIUKWU (ST JOHN),16/01/09/011,,,true,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/17-imo\3395-aboh-mbaise\20943-amuzu\polling-units.json
IMO,ABOH MBAISE,AMUZU,CENTRAL SCHOOL AMATOR,16/01/09/005,,,true,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/17-imo\3395-aboh-mbaise\20943-amuzu\polling-units.json
IMO,ABOH MBAISE,AMUZU,CENTRAL SCHOOL AMATOR,16/01/09/006,,,true,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/17-imo\3395-aboh-mbaise\20943-amuzu\polling-units.json
IMO,ABOH MBAISE,AMUZU,CENTRAL SCHOOL AMUZU,16/01/09/008,,,true,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/17-imo\3395-aboh-mbaise\20943-amuzu\polling-units.json
IMO,ABOH MBAISE,AMUZU,CENTRAL SCHOOL NRIUKWU,16/01/09/009,,,true,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/17-imo\3395-aboh-mbaise\20943-amuzu\polling-units.json
IMO,ABOH MBAISE,AMUZU,COMMUNITY SCHOOL UMUEBEE,16/01/09/003,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/09/pu/003/003-1677380174.pdf,2023-02-26T02:57:00.546Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/17-imo\3395-aboh-mbaise\20943-amuzu\polling-units.json
IMO,ABOH MBAISE,AMUZU,COMMUNITY SCHOOL UMUOGU,16/01/09/002,,,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/17-imo\3395-aboh-mbaise\20943-amuzu\polling-units.json
IMO,ABOH MBAISE,AMUZU,NRIUKWU CIVIC HALL,16/01/09/004,,,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/17-imo\3395-aboh-mbaise\20943-amuzu\polling-units.json
IMO,ABOH MBAISE,AMUZU,OBO HALL AMUZU,16/01/09/016,,,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/17-imo\3395-aboh-mbaise\20943-amuzu\polling-units.json
IMO,ABOH MBAISE,AMUZU,OKPURUOBU HALL,16/01/09/012,,,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/17-imo\3395-aboh-mbaise\20943-amuzu\polling-units.json
IMO,ABOH MBAISE,AMUZU,TOWN SCHOOL AMUZU,16/01/09/007,,,true,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/17-imo\3395-aboh-mbaise\20943-amuzu\polling-units.json
IMO,ABOH MBAISE,AMUZU,UMUEBI HALL,16/01/09/015,,,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/17-imo\3395-aboh-mbaise\20943-amuzu\polling-units.json
IMO,ABOH MBAISE,AMUZU,UMUGBERIM HALL,16/01/09/013,,,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/17-imo\3395-aboh-mbaise\20943-amuzu\polling-units.json
IMO,ABOH MBAISE,AMUZU,UMUODAA VILLAGE HALL,16/01/09/010,,,true,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/17-imo\3395-aboh-mbaise\20943-amuzu\polling-units.json
IMO,ABOH MBAISE,AMUZU,UMUOGU HALL,16/01/09/001,,,true,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/17-imo\3395-aboh-mbaise\20943-amuzu\polling-units.json
IMO,ABOH MBAISE,AMUZU,WOMENâ€™S HALL UMULOLO,16/01/09/014,,,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/17-imo\3395-aboh-mbaise\20943-amuzu\polling-units.json
IMO,ABOH MBAISE,ENYIOGUGU,ABIRI NA OWASI HALL,16/01/01/030,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3395/ward/20935/pu/178649/178649-1677736557.pdf,2023-03-02T05:56:00.127Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/17-imo\3395-aboh-mbaise\20935-enyiogugu\polling-units.json
IMO,ABOH MBAISE,ENYIOGUGU,AKWAETE HALL,16/01/01/025,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3395/ward/20935/pu/178644/178644-1677734840.pdf,2023-03-02T05:28:00.122Z,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/17-imo\3395-aboh-mbaise\20935-enyiogugu\polling-units.json
IMO,ABOH MBAISE,ENYIOGUGU,ALADIMMA EZIALA HALL,16/01/01/022,,,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/17-imo\3395-aboh-mbaise\20935-enyiogugu\polling-units.json
IMO,ABOH MBAISE,ENYIOGUGU,ALADINMA UMUELEM HALL,16/01/01/001,,,true,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/17-imo\3395-aboh-mbaise\20935-enyiogugu\polling-units.json
IMO,ABOH MBAISE,ENYIOGUGU,AMA-IYALA HALL,16/01/01/012,,,true,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/17-imo\3395-aboh-mbaise\20935-enyiogugu\polling-units.json
IMO,ABOH MBAISE,ENYIOGUGU,AMAOKWE UMUOKAR-ONYE HALL,16/01/01/026,,,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/17-imo\3395-aboh-mbaise\20935-enyiogugu\polling-units.json
IMO,ABOH MBAISE,ENYIOGUGU,AMAUGBA-HALL,16/01/01/027,,,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/17-imo\3395-aboh-mbaise\20935-enyiogugu\polling-units.json
IMO,ABOH MBAISE,ENYIOGUGU,ANOKAM HALL,16/01/01/014,,,true,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/17-imo\3395-aboh-mbaise\20935-enyiogugu\polling-units.json
IMO,ABOH MBAISE,ENYIOGUGU,CENTRAL SCHOOL  EGBELU UMUHU,16/01/01/017,,,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/17-imo\3395-aboh-mbaise\20935-enyiogugu\polling-units.json
IMO,ABOH MBAISE,ENYIOGUGU,COMM. SCH. UMUELEM,16/01/01/019,,,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/17-imo\3395-aboh-mbaise\20935-enyiogugu\polling-units.json
IMO,ABOH MBAISE,ENYIOGUGU,COMMUNITY SCHOOL EGBELU,16/01/01/015,,,false,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/17-imo\3395-aboh-mbaise\20935-enyiogugu\polling-units.json
IMO,ABOH MBAISE,ENYIOGUGU,COMMUNITY SCHOOL EZIALA,16/01/01/005,,,true,https://raw.githubusercontent.com/mykeels/inec-presidential-elections-2023/master/results/17-imo\3395-aboh-mbaise\20935-enyiogugu\polling-units.json
